Histogram1,Histogram2,Histogram3,Histogram4,Histogram5,Histogram6,Histogram7,Histogram8,Histogram9,Histogram10,Histogram11,Histogram12,Histogram13,Histogram14,Histogram15,Histogram16,Score
205,504,2256,1253,1111,1077,1245,3609,6747,7212,6349,4420,3620,3099,3168,5875,0
205,504,2256,1253,1111,1077,1245,3609,6747,7212,6349,4420,3620,3099,3168,5875,1
3196,17858,4893,3245,3252,3972,6562,4272,888,281,171,227,271,353,480,1829,0
17,472,2241,5242,23074,13293,3156,1200,683,465,375,295,291,193,155,598,0
218,2125,1134,5611,20526,19432,2064,437,178,22,3,0,0,0,0,0,-1
0,0,0,55,492,2224,11097,24533,9647,1930,573,298,202,157,134,408,-1
255,5774,11204,826,820,877,1125,2037,8191,13886,4777,217,66,109,89,54,1
0,1,62,9354,34186,5680,283,245,502,523,496,211,162,44,1,0,1
0,3,28,307,507,388,1202,4543,4549,4613,6047,6935,7383,6216,4626,4403,1
173,1943,13950,19658,13259,2515,149,49,30,24,0,0,0,0,0,0,0
0,3,24,2922,10738,9435,11312,7701,2991,1122,777,649,593,535,629,2319,2
1306,1782,5322,4952,4283,3380,2076,1580,1581,1710,2557,3484,4510,4790,3393,5044,1
0,0,0,106,7679,31966,10530,228,103,388,502,235,13,0,0,0,1
0,0,61,418,9808,35009,4487,130,107,148,649,889,44,0,0,0,1
0,0,5,19,147,755,4835,17672,20168,5247,1325,567,122,124,125,639,0
0,33,286,584,874,1006,13518,28861,4371,567,381,219,275,211,182,382,0
104,44280,4773,258,98,80,70,111,137,277,95,14,10,0,0,0,-1
0,0,88,677,1956,3286,1965,1441,1456,2476,4557,6559,7325,6020,4963,8981,1
0,0,0,3499,19478,11989,3869,4768,1283,352,274,290,268,349,366,4965,2
5,1272,7280,7239,4996,3064,2418,2009,1784,1655,1424,1387,1596,1823,2246,11552,3
2,2086,3102,21226,8491,3051,1685,1376,1112,882,856,845,788,1054,1980,3214,2
0,2,20,472,8952,26960,11663,618,404,184,197,346,509,444,808,171,0
25,2353,30444,12833,1084,1204,1694,1023,171,50,60,38,29,82,308,352,-1
18,1231,2326,2684,3785,4165,7117,16061,8708,3676,503,136,136,115,146,943,0
20,2925,1080,3613,4991,21794,12247,3221,262,33,67,22,6,5,6,15,0
6,1467,1368,1069,1718,5251,10638,8199,9029,5163,2585,1720,1448,684,268,599,2
1503,1837,1486,968,1078,1347,6645,8742,7275,4803,3913,5266,4335,912,232,870,2
0,1917,625,1234,32931,12094,1321,251,118,45,46,46,38,62,54,968,2
431,1917,1165,3583,10103,15074,8729,5519,2397,635,306,332,45,22,19,30,1
0,0,4,171,5404,24476,18358,1292,119,79,99,224,218,512,719,75,2
2,97,451,1161,1274,1498,1726,1304,3055,14571,17557,5352,1097,971,719,915,0
5,2809,5652,590,325,197,178,1472,11986,15077,7566,4095,819,128,122,729,1
12,63,22,827,19300,26463,3067,300,160,209,489,470,83,58,62,165,2
910,2231,6844,3567,370,826,4045,5709,9606,12118,3994,1182,293,20,11,24,2
0,0,110,174,399,727,1673,3694,11032,16058,10021,4817,1585,421,270,769,2
1680,2608,2877,870,785,1945,11068,18329,9959,781,211,131,91,65,87,263,3
0,63,5845,1704,579,1089,9779,10409,7438,4565,4258,2200,1028,788,1094,911,2
0,35,273,608,848,1027,13313,28868,4544,595,354,233,268,229,178,377,-1
598,3104,733,380,458,1022,3634,8530,11575,9598,5684,2851,1554,929,465,635,0
2495,7890,2564,1311,979,884,3010,13507,16646,2325,104,13,3,7,5,7,0
1516,6077,17938,5069,2067,1145,794,743,805,2223,5182,3395,1945,1089,778,984,2
3311,18465,4224,3281,3243,4026,7145,3576,877,270,168,232,261,373,462,1836,0
0,2015,1841,994,311,201,171,161,196,273,467,998,2099,3931,7345,29304,-1
163,791,2682,818,305,258,316,432,1427,9126,16074,10523,3095,1765,1792,2183,0
40,1095,11518,9360,2064,940,878,1028,1596,2272,2492,2686,3440,4120,4509,3712,-1
185,1786,15344,19614,11399,2310,574,173,83,60,30,26,28,18,33,87,0
0,278,14190,8957,1311,2776,2046,1618,7481,3157,1622,662,201,212,352,6887,2
2,1681,1227,1520,18885,20115,5418,368,175,87,51,61,63,70,93,1934,1
558,367,218,246,377,670,1443,3517,11040,15865,9910,4605,1516,397,262,759,0
51,4677,6783,23624,11177,3328,264,122,113,116,50,2,0,0,0,0,3
2,415,3861,6904,4005,3411,2116,1333,879,696,627,587,562,623,692,25037,3
11,18697,16516,5759,3120,2008,1501,1121,840,807,572,264,112,77,79,266,-1
11,152,1277,1148,1277,1536,2166,4257,17251,17765,3124,753,277,121,101,534,2
0,10049,12433,4284,2076,2291,18878,1682,14,11,2,6,8,14,2,0,0
7880,3850,1725,3172,2925,21511,8804,391,15,6,6,6,11,3,1,1,0
0,0,22,514,533,413,550,1486,2617,3177,5375,8111,8754,7526,5792,6880,2
45,469,4766,17713,15718,9464,1865,993,368,156,53,33,19,19,20,49,2
80,4477,14528,11320,7916,3657,2308,1546,1118,831,661,465,398,382,465,1598,1
218,558,278,2441,22416,11777,6576,3180,196,139,135,118,122,165,201,3230,0
0,6491,24101,15043,836,115,60,80,87,83,76,107,167,305,905,1851,1
0,74,10969,5528,2096,1263,924,862,942,2443,4720,6995,3936,1748,1934,7316,2
4275,13226,5337,3882,2536,2594,3230,2870,2372,3110,2641,1289,840,681,1124,1743,1
4488,5581,19778,9610,529,418,316,309,322,242,137,124,126,151,227,7949,2
4488,5581,19778,9610,529,418,316,309,322,242,137,124,126,151,227,7949,0
15,4833,6094,2747,1837,1534,1798,10672,13265,5388,2654,162,74,70,72,535,2
15,4833,6094,2747,1837,1534,1798,10672,13265,5388,2654,162,74,70,72,535,2
15,4833,6094,2747,1837,1534,1798,10672,13265,5388,2654,162,74,70,72,535,0
2125,2840,1682,1461,7289,15517,16907,2370,97,7,4,2,4,0,0,2,0
2,984,1993,659,458,361,399,552,868,2126,6834,12182,12901,8451,2129,851,2
0,1,111,183,393,755,1700,3712,11072,16070,10012,4769,1508,427,286,751,0
3165,18015,4779,3286,3234,3990,6668,4148,880,260,161,247,260,360,477,1820,3
683,1804,24164,19721,847,743,1016,1272,1043,303,74,54,19,7,0,0,3
0,40,293,407,1947,2501,1996,1712,2507,5038,6150,6349,6708,5912,4404,5786,1
4,453,1404,340,253,276,340,825,3045,4937,4624,4130,5610,9223,10483,5803,2
219,2787,1827,446,817,698,927,2453,5016,6136,11009,12550,5874,656,72,263,3
136,1051,383,1108,1757,20054,12818,4353,1902,1741,3383,1437,183,1,0,0,-1
0,25,113,17236,28157,2108,817,512,356,305,247,226,217,237,205,989,3
0,38,69,185,15570,30613,3305,461,51,15,0,0,0,0,0,0,2
973,3525,4709,1690,692,411,394,594,937,1706,2868,4695,5296,4778,4879,13603,2
20,2331,4952,2508,1468,1042,878,698,546,518,819,1200,1702,2340,3935,25350,-1
20,2331,4952,2508,1468,1042,878,698,546,518,819,1200,1702,2340,3935,25350,1
0,0,165,21103,27642,971,174,217,264,133,140,238,530,170,3,0,0
1,6827,12458,1321,1170,1002,849,4293,12147,5772,1913,1205,482,147,170,550,-1
0,1,109,188,405,752,1754,3721,11384,16222,9790,4556,1426,403,276,763,-1
8,338,1203,2073,4079,4776,6282,16548,9988,4058,658,128,155,165,174,1117,0
2693,9962,16733,3416,2599,6666,6568,2382,220,48,36,44,60,92,78,153,0
32,9534,8183,4979,8051,14754,5759,338,29,27,26,13,8,5,1,11,3
1779,6660,7924,1149,553,343,458,611,553,2535,6166,6975,4173,3152,2714,6005,1
2778,4572,1400,583,571,270,167,149,226,401,795,1663,2954,5264,8733,21224,1
0,33,274,607,861,1004,13189,28909,4633,577,385,229,266,224,175,384,3
4,155,422,125,180,2604,26130,18313,873,227,214,218,214,233,364,1474,3
35,217,244,327,8723,26924,8887,1094,1529,1655,533,394,353,241,308,286,0
0,0,22,1210,16192,14745,4403,6340,1099,765,412,270,301,319,338,5334,1
0,0,4,19,43,85,69,124,1139,4568,9175,9823,8239,6453,5611,6398,2
76,173,202,124,306,992,5640,19652,18123,4318,868,273,194,180,158,471,1
0,5778,14568,3033,3095,5988,12554,5434,819,77,55,50,71,46,40,142,0
252,2203,3655,5287,5518,5170,4522,3720,3109,2648,2333,2146,1876,1912,2358,5041,-1
2525,6656,2062,1715,5828,9964,4700,10474,2073,771,1033,603,240,165,237,1261,-1
2525,6656,2062,1715,5828,9964,4700,10474,2073,771,1033,603,240,165,237,1261,0
2525,6656,2062,1715,5828,9964,4700,10474,2073,771,1033,603,240,165,237,1261,3
242,185,183,192,439,753,1680,3787,11384,15642,9809,4573,1454,417,248,762,3
741,3256,1744,6293,22423,15356,1289,402,141,92,12,1,0,0,0,0,0
741,3256,1744,6293,22423,15356,1289,402,141,92,12,1,0,0,0,0,2
3206,18101,4625,3277,3230,4018,6546,4239,905,265,169,228,269,366,481,1825,2
1177,3571,25235,930,533,517,418,601,2101,4793,4750,2653,1084,546,351,1047,1
0,1151,10007,8663,6020,3882,2807,1945,1479,1192,1111,1442,3659,3875,2529,1988,3
175,1099,6406,2282,1299,4071,22406,8094,1386,393,358,390,432,461,488,2010,1
0,1933,12852,4149,1834,1110,847,764,707,635,745,2392,6533,7141,5845,4263,0
0,0,698,36122,12842,264,233,361,542,491,173,23,1,0,0,0,3
0,0,36,459,2003,4159,2609,1030,1585,3471,4439,5127,5651,5577,5680,9924,2
463,1014,24403,1045,570,472,511,1554,5378,6508,4310,1349,638,655,462,975,3
3,1029,6140,6240,1160,527,413,386,322,1127,3640,7631,10912,8001,3147,1072,1
8,1576,1313,1136,1669,5337,10808,8140,9070,5014,2525,1702,1457,589,282,586,2
0,5,128,425,561,6287,22895,9772,6135,1380,512,185,175,162,232,2896,1
1417,7895,10036,4054,3788,12591,8895,2145,143,52,45,30,40,38,43,538,2
0,0,0,380,14320,30636,3431,146,127,154,685,1122,399,326,24,0,0
0,0,35,434,1193,6730,26761,12054,1360,334,164,117,190,424,373,138,3
143,2847,4289,5667,5600,4766,4136,3389,2653,2328,2057,1859,1682,1710,2189,6435,1
0,0,0,295,11932,27484,8631,812,164,298,357,923,680,169,5,0,2
1,590,553,473,2132,23960,14456,3422,2222,789,325,246,545,483,105,5,0
468,786,463,286,497,790,1620,3411,9521,15393,10468,4889,1555,432,298,873,2
1416,1119,1620,1394,2219,3373,2649,12500,14680,3176,851,1179,1569,754,1669,1582,-1
0,0,44,24379,25049,471,160,155,238,222,231,347,302,133,19,0,-1
3329,17950,4712,3340,3196,3934,6626,4206,871,264,162,234,261,367,481,1817,0
507,3994,2628,4376,5777,26724,4601,891,541,154,40,36,24,1,3,10,1
82,646,5555,3188,914,1293,2252,2087,2352,4768,8784,10255,6169,2313,835,257,3
377,921,2650,126,93,1599,21090,21387,1781,24,24,26,46,74,108,1424,0
403,1503,939,662,18242,22262,5272,668,422,332,300,217,82,43,43,360,0
31,309,1143,1177,2172,4207,7276,17450,11801,3117,960,389,141,156,497,924,0
467,808,939,1453,2139,3616,9782,19949,1934,2644,4064,2897,535,147,182,194,3
3,97,1083,623,353,435,3669,12984,14523,9439,3890,1781,303,188,163,2216,0
3914,10826,29638,1835,278,1442,1746,1197,524,193,43,27,29,29,20,9,1
0,4,60,25433,22438,551,386,594,745,523,564,322,90,32,8,0,1
3,765,1719,126,322,711,9216,22093,12211,1930,365,183,127,145,148,1686,1
3,765,1719,126,322,711,9216,22093,12211,1930,365,183,127,145,148,1686,0
775,1325,6001,3680,2466,4439,4474,3431,11316,6310,1483,797,1194,1000,823,2236,0
0,0,733,261,50,260,2877,11160,16450,11497,4354,1943,711,11,0,0,0
0,0,733,261,50,260,2877,11160,16450,11497,4354,1943,711,11,0,0,0
0,0,733,261,50,260,2877,11160,16450,11497,4354,1943,711,11,0,0,1
0,1037,3679,124,129,449,1471,9840,19389,9528,2071,1082,425,165,160,2201,-1
7,2885,2183,3012,4932,22084,11301,2051,846,175,97,269,319,124,20,2,0
0,1548,30890,13575,745,595,1490,1480,769,215,85,140,90,56,57,15,0
88,437,157,215,403,633,900,835,987,3424,5365,4824,5240,5673,6921,15648,0
88,437,157,215,403,633,900,835,987,3424,5365,4824,5240,5673,6921,15648,3
59,9160,3457,3733,4081,10725,10984,4012,636,451,865,1652,452,40,0,0,3
9830,8950,908,503,426,394,573,2186,7237,11537,6290,1109,151,53,69,91,1
6,3586,10542,2666,1873,6746,13176,7620,2792,588,117,98,101,91,116,1632,1
0,0,0,0,0,13,87,812,3901,6433,7630,7391,7067,6086,5213,7117,-1
0,0,62,1728,18079,16643,4743,6047,1191,951,715,261,212,240,266,612,1
0,0,8,136,199,199,233,349,1477,3118,6182,8686,11094,9889,4833,5347,1
2742,3393,635,317,209,280,709,2022,5605,10829,12704,6677,2678,886,236,385,1
72,153,415,3528,9672,11632,9631,7122,3828,1882,910,324,267,242,366,1706,3
4,1515,1385,1106,1605,4967,10612,8194,9003,5439,2555,1780,1432,717,292,606,2
1,3128,2539,1448,2181,10984,17751,6488,2284,2237,343,125,117,127,175,1822,0
207,3021,4724,486,416,662,1886,1622,2736,14884,16424,3874,348,170,134,156,0
0,1,139,23727,25259,847,167,186,204,131,89,271,566,159,4,0,1
0,2,37,20,57,1256,10725,17318,13310,5596,1697,277,12,0,0,0,0
135,12819,4225,3224,2991,6757,10408,4094,767,772,2158,1376,512,69,0,0,3
1,139,2891,933,1267,4249,20872,9674,4907,3853,506,367,513,699,260,619,2
1095,13701,31685,3034,262,828,703,303,72,20,11,17,10,4,4,1,2
0,0,0,9,3294,19124,21178,1718,451,435,443,468,674,749,1723,1484,2
0,0,0,9,3294,19124,21178,1718,451,435,443,468,674,749,1723,1484,0
0,0,28,531,7220,13163,8804,5164,3104,1753,1204,1073,984,1043,1562,6117,1
0,0,28,531,7220,13163,8804,5164,3104,1753,1204,1073,984,1043,1562,6117,0
2,2648,19508,7535,2551,1809,2822,4519,4159,3204,1248,357,115,64,74,1135,-1
2,14,32,127,463,4382,23868,18921,2555,286,204,126,56,50,51,613,0
339,210,153,245,433,757,1648,3481,10743,16032,10003,4733,1542,401,264,766,2
689,6653,18166,1989,1351,1126,1025,4109,4444,1977,1907,1970,1969,1033,543,1356,1
689,6653,18166,1989,1351,1126,1025,4109,4444,1977,1907,1970,1969,1033,543,1356,3
0,0,0,103,4543,25797,16474,699,189,186,256,796,1043,858,615,191,1
11,152,877,1470,1458,1451,1907,2288,6874,17947,13225,1969,723,409,240,749,1
11,281,546,6582,29347,4856,307,1215,4332,934,1003,888,747,551,140,10,2
7,2131,5340,13210,7850,3368,1743,981,466,344,320,246,207,266,360,14911,0
8,2344,1697,2612,3190,20030,16634,2346,817,187,61,49,144,137,51,0,-1
0,23,1323,18173,3948,1593,1252,1256,1316,1627,3732,5085,4032,2750,2240,3400,1
1128,1049,418,572,378,6152,10903,5699,1091,2827,4381,5592,4562,4115,2081,802,0
259,537,308,272,440,434,459,852,1647,2252,2115,1963,4005,9004,16911,8849,-1
2679,22111,20439,4104,431,239,124,87,22,13,25,10,10,10,2,1,3
31,686,3543,21231,17201,8198,413,248,117,72,10,0,0,0,0,0,3
31,686,3543,21231,17201,8198,413,248,117,72,10,0,0,0,0,0,-1
2291,10483,14638,3706,1408,932,1520,5308,6768,1543,591,471,559,1009,450,73,1
57,572,2531,1456,1341,1434,1474,1345,972,959,1283,1875,2677,3231,4777,24323,3
0,28,384,599,575,500,380,254,348,1625,2985,4335,6043,7930,8827,16937,3
0,1,115,24503,24660,550,170,272,306,193,193,276,383,125,3,0,1
4,1468,392,3096,33412,6844,819,447,466,203,148,99,69,144,146,3993,2
209,2867,3001,5010,13540,14646,7538,2471,1692,442,89,38,29,34,47,97,1
2,126,899,1992,1350,1395,1692,1909,4175,16713,15628,3384,939,743,277,526,0
1,43,135,537,1460,1783,9128,21102,12660,1346,838,686,423,137,25,3,3
1,43,135,537,1460,1783,9128,21102,12660,1346,838,686,423,137,25,3,0
12455,8400,3074,8391,8554,5877,1735,560,766,766,418,245,172,183,128,26,1
0,44,203,365,2199,21991,20907,4364,366,109,93,82,81,154,374,418,0
1,61,128,93,83,934,16190,13228,10120,5062,1460,370,214,194,222,3390,0
16634,20689,8883,1884,440,315,210,228,102,65,40,47,40,52,108,570,1
12142,8423,3027,8522,8584,5973,1745,580,819,748,406,236,190,184,134,37,2
207,2699,1327,5558,19198,19512,1400,647,617,510,75,0,0,0,0,0,2
3417,18003,4557,3296,3206,4103,7085,3615,884,263,166,215,287,369,459,1825,1
715,1695,9541,33592,1733,382,908,635,1311,916,209,46,36,27,4,0,0
